Fold,Accuracy,Precision,Recall,F1-Score,Timestamp,Modelo,Tipo_preprocesamiento,Metodo_validacion,batch_size,epochs,lr,opt
0,0.4838709677419355,0.3548387096774194,0.3548387096774194,0.3548387096774194,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
1,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
2,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
3,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
4,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
5,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
6,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
7,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
8,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
9,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
10,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
11,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
12,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
13,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
14,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
15,1.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
16,1.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
17,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
18,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
19,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
20,1.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
21,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
22,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
23,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
24,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
25,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
26,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
27,0.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
28,0.0,0.0,0.0,0.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
29,1.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
30,1.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
31,1.0,1.0,1.0,1.0,20250422_170549,CNN0,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
