Fold,Accuracy,Precision,Recall,F1-Score,Timestamp,Modelo,Tipo_preprocesamiento,Metodo_validacion,batch_size,epochs,lr,opt
0,0.45161290322580644,0.25806451612903225,0.25806451612903225,0.25806451612903225,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
1,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
2,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
3,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
4,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
5,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
6,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
7,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
8,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
9,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
10,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
11,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
12,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
13,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
14,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
15,1.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
16,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
17,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
18,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
19,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
20,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
21,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
22,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
23,0.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
24,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
25,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
26,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
27,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
28,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
29,1.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
30,0.0,0.0,0.0,0.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
31,0.0,1.0,1.0,1.0,20250422_165553,DNN,Extracción de potencia por bandas (señal filtrada con notch),LOOCV,32,60,0.001,adam
