Fold,Accuracy,Precision,Recall,F1-Score,Timestamp,Modelo,Tipo_preprocesamiento,Metodo_validacion,batch_size,epochs,lr,opt
0,0.9620689630508423,0.9661261483953364,0.9590804597701149,0.9618646850908685,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
1,0.931034505367279,0.9629629629629629,0.896551724137931,0.9285714285714286,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
2,0.9655172228813171,0.9354838709677419,1.0,0.9666666666666667,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
3,0.982758641242981,0.9666666666666667,1.0,0.9830508474576272,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
4,0.9655172228813171,0.9655172413793104,0.9655172413793104,0.9655172413793104,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
5,0.9655172228813171,1.0,0.9333333333333333,0.9655172413793104,20250425_024047,CNN0,PSD por bandas segmentado,K-fold_CV,128,30,0.001,adam
