Fold,Accuracy,Precision,Recall,F1-Score,Timestamp,Modelo,Tipo_preprocesamiento,Metodo_validacion,batch_size,epochs,lr,opt
0,0.22580645161290322,0.4838709677419355,0.4838709677419355,0.4838709677419355,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
1,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
2,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
3,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
4,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
5,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
6,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
7,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
8,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
9,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
10,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
11,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
12,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
13,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
14,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
15,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
16,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
17,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
18,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
19,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
20,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
21,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
22,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
23,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
24,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
25,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
26,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
27,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
28,0.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
29,0.0,0.0,0.0,0.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
30,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
31,1.0,1.0,1.0,1.0,20250428_045826,DLBLSTM,Temporal/Espacial,LOOCV,32,60,0.001,adam
