Fold,Accuracy,Precision,Recall,F1-Score,Timestamp,Modelo,Tipo_preprocesamiento,Metodo_validacion,batch_size,epochs,lr,opt
0,0.5641434907913208,0.5398558552231119,0.9649122807017545,0.6900206729729976,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
1,0.5221238732337952,0.504424778761062,1.0,0.6705882352941176,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
2,0.5575221180915833,0.5333333333333333,0.9824561403508771,0.691358024691358,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
3,0.6071428656578064,0.56,1.0,0.717948717948718,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
4,0.5089285969734192,0.5089285714285714,1.0,0.6745562130177515,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
5,0.625,0.5925925925925926,0.8421052631578947,0.6956521739130435,20250424_200530,VGG13+BiGRU+Att,Z-score + Filtro Notch + ICA - Ventanas de 20 segundos,K-fold_CV,128,30,0.001,adam
